Nome file,Classe,Sottoclasse,Durata
20170202-54_183738_seg156,Target,Passengership,4000
20170202-54_183738_seg157,Target,Passengership,4000
20170202-54_183738_seg158,Target,Passengership,4000
20170202-54_183738_seg159,Target,Passengership,4000
20170202-54_183738_seg16,Target,Passengership,4000
20170202-54_183738_seg160,Target,Passengership,4000
20170202-54_183738_seg161,Target,Passengership,4000
20170202-54_183738_seg162,Target,Passengership,4000
20170202-54_183738_seg163,Target,Passengership,4000
20170202-54_183738_seg164,Target,Passengership,4000
20170202-54_183738_seg165,Target,Passengership,4000
20170202-54_183738_seg166,Target,Passengership,4000
20170202-54_183738_seg167,Target,Passengership,4000
20170202-54_183738_seg168,Target,Passengership,4000
20170202-54_183738_seg169,Target,Passengership,4000
20170202-54_183738_seg17,Target,Passengership,4000
20170202-54_183738_seg170,Target,Passengership,4000
20170202-54_183738_seg171,Target,Passengership,4000
20170202-54_183738_seg172,Target,Passengership,4000
20170202-54_183738_seg173,Target,Passengership,4000
20170202-54_183738_seg174,Target,Passengership,4000
20170202-54_183738_seg175,Target,Passengership,4000
20170202-54_183738_seg176,Target,Passengership,4000
20170202-54_183738_seg177,Target,Passengership,4000
20170202-54_183738_seg178,Target,Passengership,4000
20170202-54_183738_seg179,Target,Passengership,4000
20170202-54_183738_seg18,Target,Passengership,4000
20170202-54_183738_seg180,Target,Passengership,4000
20170202-54_183738_seg181,Target,Passengership,4000
20170202-54_183738_seg182,Target,Passengership,4000
20170202-54_183738_seg183,Target,Passengership,4000
20170202-54_183738_seg184,Target,Passengership,4000
20170202-54_183738_seg185,Target,Passengership,4000
20170202-54_183738_seg186,Target,Passengership,4000
20170202-54_183738_seg187,Target,Passengership,4000
20170202-54_183738_seg188,Target,Passengership,4000
20170202-54_183738_seg189,Target,Passengership,4000
20170202-54_183738_seg19,Target,Passengership,4000
20170202-54_183738_seg190,Target,Passengership,4000
20170202-54_183738_seg191,Target,Passengership,4000
20170202-54_183738_seg192,Target,Passengership,4000
20170202-54_183738_seg193,Target,Passengership,4000
20170202-54_183738_seg194,Target,Passengership,4000
20170202-54_183738_seg195,Target,Passengership,4000
20170202-54_183738_seg196,Target,Passengership,4000
20170202-54_183738_seg197,Target,Passengership,4000
20170202-54_183738_seg198,Target,Passengership,4000
20170202-54_183738_seg199,Target,Passengership,4000
20170202-54_183738_seg2,Target,Passengership,4000
20170202-54_183738_seg20,Target,Passengership,4000
20170202-54_183738_seg200,Target,Passengership,4000
20170202-54_183738_seg201,Target,Passengership,4000
20170202-54_183738_seg202,Target,Passengership,4000
20170202-54_183738_seg203,Target,Passengership,4000
20170202-54_183738_seg204,Target,Passengership,4000
20170202-54_183738_seg205,Target,Passengership,4000
20170202-54_183738_seg206,Target,Passengership,4000
20170202-54_183738_seg207,Target,Passengership,4000
20170202-54_183738_seg208,Target,Passengership,4000
20170202-54_183738_seg209,Target,Passengership,4000
20170202-54_183738_seg21,Target,Passengership,4000
20170202-54_183738_seg210,Target,Passengership,4000
20170202-54_183738_seg211,Target,Passengership,4000
20170202-54_183738_seg212,Target,Passengership,4000
20170202-54_183738_seg213,Target,Passengership,4000
20170202-54_183738_seg214,Target,Passengership,4000
20170202-54_183738_seg215,Target,Passengership,4000
20170202-54_183738_seg216,Target,Passengership,4000
20170202-54_183738_seg217,Target,Passengership,4000
20170202-54_183738_seg218,Target,Passengership,4000
20170202-54_183738_seg219,Target,Passengership,4000
20170202-54_183738_seg22,Target,Passengership,4000
20170202-54_183738_seg220,Target,Passengership,4000
20170202-54_183738_seg221,Target,Passengership,4000
20170202-54_183738_seg222,Target,Passengership,4000
20170202-54_183738_seg223,Target,Passengership,4000
20170202-54_183738_seg224,Target,Passengership,4000
20170202-54_183738_seg225,Target,Passengership,4000
20170202-54_183738_seg226,Target,Passengership,4000
20170202-54_183738_seg227,Target,Passengership,4000
20170202-54_183738_seg228,Target,Passengership,4000
20170202-54_183738_seg229,Target,Passengership,4000
20170202-54_183738_seg23,Target,Passengership,4000
20170202-54_183738_seg230,Target,Passengership,4000
20170202-54_183738_seg231,Target,Passengership,4000
20170202-54_183738_seg232,Target,Passengership,4000
20170202-54_183738_seg233,Target,Passengership,4000
20170202-54_183738_seg234,Target,Passengership,4000
20170202-54_183738_seg235,Target,Passengership,4000
20170202-54_183738_seg236,Target,Passengership,4000
20170202-54_183738_seg237,Target,Passengership,4000
20170202-54_183738_seg238,Target,Passengership,4000
20170202-54_183738_seg239,Target,Passengership,4000
20170202-54_183738_seg24,Target,Passengership,4000
20170202-54_183738_seg240,Target,Passengership,4000
20170202-54_183738_seg241,Target,Passengership,4000
20170202-54_183738_seg242,Target,Passengership,4000
20170202-54_183738_seg243,Target,Passengership,4000
20170202-54_183738_seg244,Target,Passengership,4000
20170202-54_183738_seg245,Target,Passengership,4000
20170202-54_183738_seg246,Target,Passengership,4000
20170202-54_183738_seg247,Target,Passengership,4000
20170202-54_183738_seg248,Target,Passengership,4000
20170202-54_183738_seg249,Target,Passengership,4000
20170202-54_183738_seg25,Target,Passengership,4000
20170202-54_183738_seg250,Target,Passengership,4000
20170202-54_183738_seg251,Target,Passengership,4000
20170202-54_183738_seg252,Target,Passengership,4000
20170202-54_183738_seg253,Target,Passengership,4000
20170202-54_183738_seg254,Target,Passengership,4000
20170202-54_183738_seg255,Target,Passengership,4000
20170202-54_183738_seg256,Target,Passengership,4000
20170202-54_183738_seg257,Target,Passengership,4000
20170202-54_183738_seg258,Target,Passengership,4000
20170202-54_183738_seg259,Target,Passengership,4000
20170202-54_183738_seg26,Target,Passengership,4000
20170202-54_183738_seg260,Target,Passengership,4000
20170202-54_183738_seg261,Target,Passengership,4000
20170202-54_183738_seg262,Target,Passengership,4000
20170202-54_183738_seg263,Target,Passengership,4000
20170202-54_183738_seg264,Target,Passengership,4000
20170202-54_183738_seg265,Target,Passengership,4000
20170202-54_183738_seg266,Target,Passengership,4000
20170202-54_183738_seg267,Target,Passengership,4000
20170202-54_183738_seg268,Target,Passengership,4000
20170202-54_183738_seg269,Target,Passengership,4000
20170202-54_183738_seg27,Target,Passengership,4000
20170202-54_183738_seg270,Target,Passengership,4000
20170202-54_183738_seg271,Target,Passengership,4000
20170202-54_183738_seg272,Target,Passengership,4000
20170202-54_183738_seg273,Target,Passengership,4000
20170202-54_183738_seg274,Target,Passengership,4000
20170202-54_183738_seg275,Target,Passengership,4000
20170202-54_183738_seg276,Target,Passengership,4000
20170202-54_183738_seg277,Target,Passengership,4000
20170202-54_183738_seg278,Target,Passengership,4000
20170202-54_183738_seg279,Target,Passengership,4000
20170202-54_183738_seg28,Target,Passengership,4000
20170202-54_183738_seg280,Target,Passengership,4000
20170202-54_183738_seg281,Target,Passengership,4000
20170202-54_183738_seg282,Target,Passengership,4000
20170202-54_183738_seg283,Target,Passengership,4000
20170202-54_183738_seg284,Target,Passengership,4000
20170202-54_183738_seg285,Target,Passengership,4000
20170202-54_183738_seg286,Target,Passengership,4000
20170202-54_183738_seg287,Target,Passengership,4000
20170202-54_183738_seg288,Target,Passengership,4000
20170202-54_183738_seg289,Target,Passengership,4000
20170202-54_183738_seg29,Target,Passengership,4000
20170202-54_183738_seg290,Target,Passengership,4000
20170202-54_183738_seg291,Target,Passengership,4000
20170202-54_183738_seg292,Target,Passengership,4000
20170202-54_183738_seg293,Target,Passengership,4000
20170202-54_183738_seg294,Target,Passengership,4000
20170202-54_183738_seg295,Target,Passengership,4000
20170202-54_183738_seg296,Target,Passengership,4000
20170202-54_183738_seg297,Target,Passengership,4000
20170202-54_183738_seg298,Target,Passengership,4000
20170202-54_183738_seg299,Target,Passengership,4000
20170202-54_183738_seg3,Target,Passengership,4000
20170202-54_183738_seg30,Target,Passengership,4000
20170202-54_183738_seg300,Target,Passengership,4000
20170202-54_183738_seg301,Target,Passengership,4000
20170202-54_183738_seg302,Target,Passengership,4000
20170202-54_183738_seg303,Target,Passengership,4000
20170202-54_183738_seg304,Target,Passengership,4000
20170202-54_183738_seg305,Target,Passengership,4000
20170202-54_183738_seg306,Target,Passengership,4000
20170202-54_183738_seg307,Target,Passengership,4000
20170202-54_183738_seg308,Target,Passengership,4000
20170202-54_183738_seg309,Target,Passengership,4000
20170202-54_183738_seg31,Target,Passengership,4000
20170202-54_183738_seg310,Target,Passengership,4000
20170202-54_183738_seg311,Target,Passengership,4000
20170202-54_183738_seg312,Target,Passengership,4000
20170202-54_183738_seg313,Target,Passengership,4000
20170202-54_183738_seg314,Target,Passengership,4000
20170202-54_183738_seg315,Target,Passengership,4000
20170202-54_183738_seg316,Target,Passengership,4000
20170202-54_183738_seg317,Target,Passengership,4000
20170202-54_183738_seg318,Target,Passengership,4000
20170202-54_183738_seg319,Target,Passengership,4000
20170202-54_183738_seg32,Target,Passengership,4000
20170202-54_183738_seg320,Target,Passengership,4000
20170202-54_183738_seg321,Target,Passengership,4000
20170202-54_183738_seg322,Target,Passengership,4000
20170202-54_183738_seg323,Target,Passengership,4000
20170202-54_183738_seg324,Target,Passengership,4000
20170202-54_183738_seg325,Target,Passengership,4000
20170202-54_183738_seg33,Target,Passengership,4000
20170202-54_183738_seg34,Target,Passengership,4000
20170202-54_183738_seg35,Target,Passengership,4000
20170202-54_183738_seg36,Target,Passengership,4000
20170202-54_183738_seg37,Target,Passengership,4000
20170202-54_183738_seg38,Target,Passengership,4000
20170202-54_183738_seg39,Target,Passengership,4000
20170202-54_183738_seg4,Target,Passengership,4000
20170202-54_183738_seg40,Target,Passengership,4000
20170202-54_183738_seg41,Target,Passengership,4000
20170202-54_183738_seg42,Target,Passengership,4000
20170202-54_183738_seg43,Target,Passengership,4000
20170202-54_183738_seg44,Target,Passengership,4000
20170202-54_183738_seg45,Target,Passengership,4000
20170202-54_183738_seg46,Target,Passengership,4000
20170202-54_183738_seg47,Target,Passengership,4000
20170202-54_183738_seg48,Target,Passengership,4000
20170202-54_183738_seg49,Target,Passengership,4000
20170202-54_183738_seg5,Target,Passengership,4000
20170202-54_183738_seg50,Target,Passengership,4000
20170202-54_183738_seg51,Target,Passengership,4000
20170202-54_183738_seg52,Target,Passengership,4000
20170202-54_183738_seg53,Target,Passengership,4000
20170202-54_183738_seg54,Target,Passengership,4000
20170202-54_183738_seg55,Target,Passengership,4000
20170202-54_183738_seg56,Target,Passengership,4000
20170202-54_183738_seg57,Target,Passengership,4000
20170202-54_183738_seg58,Target,Passengership,4000
20170202-54_183738_seg59,Target,Passengership,4000
20170202-54_183738_seg6,Target,Passengership,4000
20170202-54_183738_seg60,Target,Passengership,4000
20170202-54_183738_seg61,Target,Passengership,4000
20170202-54_183738_seg62,Target,Passengership,4000
20170202-54_183738_seg63,Target,Passengership,4000
20170202-54_183738_seg64,Target,Passengership,4000
20170202-54_183738_seg65,Target,Passengership,4000
20170202-54_183738_seg66,Target,Passengership,4000
20170202-54_183738_seg67,Target,Passengership,4000
20170202-54_183738_seg68,Target,Passengership,4000
20170202-54_183738_seg69,Target,Passengership,4000
20170202-54_183738_seg7,Target,Passengership,4000
20170202-54_183738_seg70,Target,Passengership,4000
20170202-54_183738_seg71,Target,Passengership,4000
20170202-54_183738_seg72,Target,Passengership,4000
20170202-54_183738_seg73,Target,Passengership,4000
20170202-54_183738_seg74,Target,Passengership,4000
20170202-54_183738_seg75,Target,Passengership,4000
20170202-54_183738_seg76,Target,Passengership,4000
20170202-54_183738_seg77,Target,Passengership,4000
20170202-54_183738_seg78,Target,Passengership,4000
20170202-54_183738_seg79,Target,Passengership,4000
20170202-54_183738_seg8,Target,Passengership,4000
20170202-54_183738_seg80,Target,Passengership,4000
20170202-54_183738_seg81,Target,Passengership,4000
20170202-54_183738_seg82,Target,Passengership,4000
20170202-54_183738_seg83,Target,Passengership,4000
20170202-54_183738_seg84,Target,Passengership,4000
20170202-54_183738_seg85,Target,Passengership,4000
20170202-54_183738_seg86,Target,Passengership,4000
20170202-54_183738_seg87,Target,Passengership,4000
20170202-54_183738_seg88,Target,Passengership,4000
20170202-54_183738_seg89,Target,Passengership,4000
20170202-54_183738_seg9,Target,Passengership,4000
20170202-54_183738_seg90,Target,Passengership,4000
20170202-54_183738_seg91,Target,Passengership,4000
20170202-54_183738_seg92,Target,Passengership,4000
20170202-54_183738_seg93,Target,Passengership,4000
20170202-54_183738_seg94,Target,Passengership,4000
20170202-54_183738_seg95,Target,Passengership,4000
20170202-54_183738_seg96,Target,Passengership,4000
20170202-54_183738_seg97,Target,Passengership,4000
20170202-54_183738_seg98,Target,Passengership,4000
20170202-54_183738_seg99,Target,Passengership,4000
20170215-55_152700_seg1,Target,Passengership,4000
20170215-55_152700_seg10,Target,Passengership,4000
20170215-55_152700_seg100,Target,Passengership,4000
20170215-55_152700_seg101,Target,Passengership,4000
20170215-55_152700_seg102,Target,Passengership,4000
20170215-55_152700_seg103,Target,Passengership,4000
20170215-55_152700_seg104,Target,Passengership,4000
20170215-55_152700_seg105,Target,Passengership,4000
20170215-55_152700_seg106,Target,Passengership,4000
20170215-55_152700_seg107,Target,Passengership,4000
20170215-55_152700_seg108,Target,Passengership,4000
20170215-55_152700_seg109,Target,Passengership,4000
20170215-55_152700_seg11,Target,Passengership,4000
20170215-55_152700_seg110,Target,Passengership,4000
20170215-55_152700_seg111,Target,Passengership,4000
20170215-55_152700_seg112,Target,Passengership,4000
20170215-55_152700_seg113,Target,Passengership,4000
20170215-55_152700_seg114,Target,Passengership,4000
20170215-55_152700_seg115,Target,Passengership,4000
20170215-55_152700_seg116,Target,Passengership,4000
20170215-55_152700_seg117,Target,Passengership,4000
20170215-55_152700_seg118,Target,Passengership,4000
20170215-55_152700_seg119,Target,Passengership,4000
20170215-55_152700_seg12,Target,Passengership,4000
20170215-55_152700_seg13,Target,Passengership,4000
20170215-55_152700_seg14,Target,Passengership,4000
20170215-55_152700_seg15,Target,Passengership,4000
20170215-55_152700_seg16,Target,Passengership,4000
20170215-55_152700_seg17,Target,Passengership,4000
20170215-55_152700_seg18,Target,Passengership,4000
20170215-55_152700_seg19,Target,Passengership,4000
20170215-55_152700_seg2,Target,Passengership,4000
20170215-55_152700_seg20,Target,Passengership,4000
20170215-55_152700_seg21,Target,Passengership,4000
20170215-55_152700_seg22,Target,Passengership,4000
20170215-55_152700_seg23,Target,Passengership,4000
20170215-55_152700_seg24,Target,Passengership,4000
20170215-55_152700_seg25,Target,Passengership,4000
20170215-55_152700_seg26,Target,Passengership,4000
20170215-55_152700_seg27,Target,Passengership,4000
20170215-55_152700_seg28,Target,Passengership,4000
20170215-55_152700_seg29,Target,Passengership,4000
20170215-55_152700_seg3,Target,Passengership,4000
20170215-55_152700_seg30,Target,Passengership,4000
20170215-55_152700_seg31,Target,Passengership,4000
20170215-55_152700_seg32,Target,Passengership,4000
20170215-55_152700_seg33,Target,Passengership,4000
20170215-55_152700_seg34,Target,Passengership,4000
20170215-55_152700_seg35,Target,Passengership,4000
20170215-55_152700_seg36,Target,Passengership,4000
20170215-55_152700_seg37,Target,Passengership,4000
20170215-55_152700_seg38,Target,Passengership,4000
20170215-55_152700_seg39,Target,Passengership,4000
20170215-55_152700_seg4,Target,Passengership,4000
20170215-55_152700_seg40,Target,Passengership,4000
20170215-55_152700_seg41,Target,Passengership,4000
20170215-55_152700_seg42,Target,Passengership,4000
20170215-55_152700_seg43,Target,Passengership,4000
20170215-55_152700_seg44,Target,Passengership,4000
20170215-55_152700_seg45,Target,Passengership,4000
20170215-55_152700_seg46,Target,Passengership,4000
20170215-55_152700_seg47,Target,Passengership,4000
20170215-55_152700_seg48,Target,Passengership,4000
20170215-55_152700_seg49,Target,Passengership,4000
20170215-55_152700_seg5,Target,Passengership,4000
20170215-55_152700_seg50,Target,Passengership,4000
20170215-55_152700_seg51,Target,Passengership,4000
20170215-55_152700_seg52,Target,Passengership,4000
20170215-55_152700_seg53,Target,Passengership,4000
20170215-55_152700_seg54,Target,Passengership,4000
20170215-55_152700_seg55,Target,Passengership,4000
20170215-55_152700_seg56,Target,Passengership,4000
20170215-55_152700_seg57,Target,Passengership,4000
20170215-55_152700_seg58,Target,Passengership,4000
20170215-55_152700_seg59,Target,Passengership,4000
20170215-55_152700_seg6,Target,Passengership,4000
20170215-55_152700_seg60,Target,Passengership,4000
20170215-55_152700_seg61,Target,Passengership,4000
20170215-55_152700_seg62,Target,Passengership,4000
20170215-55_152700_seg63,Target,Passengership,4000
20170215-55_152700_seg64,Target,Passengership,4000
20170215-55_152700_seg65,Target,Passengership,4000
20170215-55_152700_seg66,Target,Passengership,4000
20170215-55_152700_seg67,Target,Passengership,4000
20170215-55_152700_seg68,Target,Passengership,4000
20170215-55_152700_seg69,Target,Passengership,4000
20170215-55_152700_seg7,Target,Passengership,4000
20170215-55_152700_seg70,Target,Passengership,4000
20170215-55_152700_seg71,Target,Passengership,4000
20170215-55_152700_seg72,Target,Passengership,4000
20170215-55_152700_seg73,Target,Passengership,4000
20170215-55_152700_seg74,Target,Passengership,4000
20170215-55_152700_seg75,Target,Passengership,4000
20170215-55_152700_seg76,Target,Passengership,4000
20170215-55_152700_seg77,Target,Passengership,4000
20170215-55_152700_seg78,Target,Passengership,4000
20170215-55_152700_seg79,Target,Passengership,4000
20170215-55_152700_seg8,Target,Passengership,4000
20170215-55_152700_seg80,Target,Passengership,4000
20170215-55_152700_seg81,Target,Passengership,4000
20170215-55_152700_seg82,Target,Passengership,4000
20170215-55_152700_seg83,Target,Passengership,4000
20170215-55_152700_seg84,Target,Passengership,4000
20170215-55_152700_seg85,Target,Passengership,4000
20170215-55_152700_seg86,Target,Passengership,4000
20170215-55_152700_seg87,Target,Passengership,4000
20170215-55_152700_seg88,Target,Passengership,4000
20170215-55_152700_seg89,Target,Passengership,4000
20170215-55_152700_seg9,Target,Passengership,4000
20170215-55_152700_seg90,Target,Passengership,4000
20170215-55_152700_seg91,Target,Passengership,4000
20170215-55_152700_seg92,Target,Passengership,4000
20170215-55_152700_seg93,Target,Passengership,4000
20170215-55_152700_seg94,Target,Passengership,4000
20170215-55_152700_seg95,Target,Passengership,4000
20170215-55_152700_seg96,Target,Passengership,4000
20170215-55_152700_seg97,Target,Passengership,4000
20170215-55_152700_seg98,Target,Passengership,4000
20170215-55_152700_seg99,Target,Passengership,4000
20170218-56_050212_seg1,Target,Passengership,4000
20170218-56_050212_seg10,Target,Passengership,4000
20170218-56_050212_seg11,Target,Passengership,4000
20170218-56_050212_seg12,Target,Passengership,4000
20170218-56_050212_seg13,Target,Passengership,4000
20170218-56_050212_seg14,Target,Passengership,4000
20170218-56_050212_seg15,Target,Passengership,4000
20170218-56_050212_seg16,Target,Passengership,4000
20170218-56_050212_seg17,Target,Passengership,4000
20170218-56_050212_seg18,Target,Passengership,4000
20170218-56_050212_seg19,Target,Passengership,4000
20170218-56_050212_seg2,Target,Passengership,4000
20170218-56_050212_seg20,Target,Passengership,4000
20170218-56_050212_seg21,Target,Passengership,4000
20170218-56_050212_seg22,Target,Passengership,4000
20170218-56_050212_seg23,Target,Passengership,4000
20170218-56_050212_seg24,Target,Passengership,4000
20170218-56_050212_seg25,Target,Passengership,4000
20170218-56_050212_seg26,Target,Passengership,4000
20170218-56_050212_seg27,Target,Passengership,4000
20170218-56_050212_seg28,Target,Passengership,4000
20170218-56_050212_seg29,Target,Passengership,4000
20170218-56_050212_seg3,Target,Passengership,4000
20170218-56_050212_seg30,Target,Passengership,4000
20170218-56_050212_seg31,Target,Passengership,4000
20170218-56_050212_seg32,Target,Passengership,4000
20170218-56_050212_seg33,Target,Passengership,4000
20170218-56_050212_seg34,Target,Passengership,4000
20170218-56_050212_seg35,Target,Passengership,4000
20170218-56_050212_seg36,Target,Passengership,4000
20170218-56_050212_seg37,Target,Passengership,4000
20170218-56_050212_seg38,Target,Passengership,4000
20170218-56_050212_seg39,Target,Passengership,4000
20170218-56_050212_seg4,Target,Passengership,4000
20170218-56_050212_seg40,Target,Passengership,4000
20170218-56_050212_seg41,Target,Passengership,4000
20170218-56_050212_seg42,Target,Passengership,4000
20170218-56_050212_seg43,Target,Passengership,4000
20170218-56_050212_seg44,Target,Passengership,4000
20170218-56_050212_seg45,Target,Passengership,4000
20170218-56_050212_seg46,Target,Passengership,4000
20170218-56_050212_seg47,Target,Passengership,4000
20170218-56_050212_seg48,Target,Passengership,4000
20170218-56_050212_seg49,Target,Passengership,4000
20170218-56_050212_seg5,Target,Passengership,4000
20170218-56_050212_seg50,Target,Passengership,4000
20170218-56_050212_seg51,Target,Passengership,4000
20170218-56_050212_seg52,Target,Passengership,4000
20170218-56_050212_seg53,Target,Passengership,4000
20170218-56_050212_seg54,Target,Passengership,4000
20170218-56_050212_seg55,Target,Passengership,4000
20170218-56_050212_seg6,Target,Passengership,4000
20170218-56_050212_seg7,Target,Passengership,4000
20170218-56_050212_seg8,Target,Passengership,4000
20170218-56_050212_seg9,Target,Passengership,4000
20170219-57_153805_seg1,Target,Passengership,4000
20170219-57_153805_seg10,Target,Passengership,4000
20170219-57_153805_seg100,Target,Passengership,4000
20170219-57_153805_seg101,Target,Passengership,4000
20170219-57_153805_seg102,Target,Passengership,4000
20170219-57_153805_seg103,Target,Passengership,4000
20170219-57_153805_seg104,Target,Passengership,4000
20170219-57_153805_seg105,Target,Passengership,4000
20170219-57_153805_seg106,Target,Passengership,4000
20170219-57_153805_seg107,Target,Passengership,4000
20170219-57_153805_seg108,Target,Passengership,4000
20170219-57_153805_seg109,Target,Passengership,4000
20170219-57_153805_seg11,Target,Passengership,4000
20170219-57_153805_seg110,Target,Passengership,4000
20170219-57_153805_seg111,Target,Passengership,4000
20170219-57_153805_seg112,Target,Passengership,4000
20170219-57_153805_seg113,Target,Passengership,4000
20170219-57_153805_seg114,Target,Passengership,4000
20170219-57_153805_seg115,Target,Passengership,4000
20170219-57_153805_seg116,Target,Passengership,4000
20170219-57_153805_seg117,Target,Passengership,4000
20170219-57_153805_seg118,Target,Passengership,4000
20170219-57_153805_seg119,Target,Passengership,4000
20170219-57_153805_seg12,Target,Passengership,4000
20170219-57_153805_seg120,Target,Passengership,4000
20170219-57_153805_seg121,Target,Passengership,4000
20170219-57_153805_seg122,Target,Passengership,4000
20170219-57_153805_seg123,Target,Passengership,4000
20170219-57_153805_seg124,Target,Passengership,4000
20170219-57_153805_seg125,Target,Passengership,4000
20170219-57_153805_seg126,Target,Passengership,4000
20170219-57_153805_seg127,Target,Passengership,4000
20170219-57_153805_seg128,Target,Passengership,4000
20170219-57_153805_seg129,Target,Passengership,4000
20170219-57_153805_seg13,Target,Passengership,4000
20170219-57_153805_seg130,Target,Passengership,4000
20170219-57_153805_seg131,Target,Passengership,4000
20170219-57_153805_seg132,Target,Passengership,4000
20170219-57_153805_seg133,Target,Passengership,4000
20170219-57_153805_seg134,Target,Passengership,4000
20170219-57_153805_seg14,Target,Passengership,4000
20170219-57_153805_seg15,Target,Passengership,4000
20170219-57_153805_seg16,Target,Passengership,4000
20170219-57_153805_seg17,Target,Passengership,4000
20170219-57_153805_seg18,Target,Passengership,4000
20170219-57_153805_seg19,Target,Passengership,4000
20170219-57_153805_seg2,Target,Passengership,4000
20170219-57_153805_seg20,Target,Passengership,4000
20170219-57_153805_seg21,Target,Passengership,4000
20170219-57_153805_seg22,Target,Passengership,4000
20170219-57_153805_seg23,Target,Passengership,4000
20170219-57_153805_seg24,Target,Passengership,4000
20170219-57_153805_seg25,Target,Passengership,4000
20170219-57_153805_seg26,Target,Passengership,4000
20170219-57_153805_seg27,Target,Passengership,4000
20170219-57_153805_seg28,Target,Passengership,4000
20170219-57_153805_seg29,Target,Passengership,4000
20170219-57_153805_seg3,Target,Passengership,4000
20170219-57_153805_seg30,Target,Passengership,4000
20170219-57_153805_seg31,Target,Passengership,4000
20170219-57_153805_seg32,Target,Passengership,4000
20170219-57_153805_seg33,Target,Passengership,4000
20170219-57_153805_seg34,Target,Passengership,4000
20170219-57_153805_seg35,Target,Passengership,4000
20170219-57_153805_seg36,Target,Passengership,4000
20170219-57_153805_seg37,Target,Passengership,4000
20170219-57_153805_seg38,Target,Passengership,4000
20170219-57_153805_seg39,Target,Passengership,4000
20170219-57_153805_seg4,Target,Passengership,4000
20170219-57_153805_seg40,Target,Passengership,4000
20170219-57_153805_seg41,Target,Passengership,4000
20170219-57_153805_seg42,Target,Passengership,4000
20170219-57_153805_seg43,Target,Passengership,4000
20170219-57_153805_seg44,Target,Passengership,4000
20170219-57_153805_seg45,Target,Passengership,4000
20170219-57_153805_seg46,Target,Passengership,4000
20170219-57_153805_seg47,Target,Passengership,4000
20170219-57_153805_seg48,Target,Passengership,4000
20170219-57_153805_seg49,Target,Passengership,4000
20170219-57_153805_seg5,Target,Passengership,4000
20170219-57_153805_seg50,Target,Passengership,4000
20170219-57_153805_seg51,Target,Passengership,4000
20170219-57_153805_seg52,Target,Passengership,4000
20170219-57_153805_seg53,Target,Passengership,4000
20170219-57_153805_seg54,Target,Passengership,4000
20170219-57_153805_seg55,Target,Passengership,4000
20170219-57_153805_seg56,Target,Passengership,4000
20170219-57_153805_seg57,Target,Passengership,4000
20170219-57_153805_seg58,Target,Passengership,4000
20170219-57_153805_seg59,Target,Passengership,4000
20170219-57_153805_seg6,Target,Passengership,4000
20170219-57_153805_seg60,Target,Passengership,4000
20170219-57_153805_seg61,Target,Passengership,4000
20170219-57_153805_seg62,Target,Passengership,4000
20170219-57_153805_seg63,Target,Passengership,4000
20170219-57_153805_seg64,Target,Passengership,4000
20170219-57_153805_seg65,Target,Passengership,4000
20170219-57_153805_seg66,Target,Passengership,4000
20170219-57_153805_seg67,Target,Passengership,4000
20170219-57_153805_seg68,Target,Passengership,4000
20170219-57_153805_seg69,Target,Passengership,4000
20170219-57_153805_seg7,Target,Passengership,4000
20170219-57_153805_seg70,Target,Passengership,4000
20170219-57_153805_seg71,Target,Passengership,4000
20170219-57_153805_seg72,Target,Passengership,4000
20170219-57_153805_seg73,Target,Passengership,4000
20170219-57_153805_seg74,Target,Passengership,4000
20170219-57_153805_seg75,Target,Passengership,4000
20170219-57_153805_seg76,Target,Passengership,4000
20170219-57_153805_seg77,Target,Passengership,4000
20170219-57_153805_seg78,Target,Passengership,4000
20170219-57_153805_seg79,Target,Passengership,4000
20170219-57_153805_seg8,Target,Passengership,4000
20170219-57_153805_seg80,Target,Passengership,4000
20170219-57_153805_seg81,Target,Passengership,4000
20170219-57_153805_seg82,Target,Passengership,4000
20170219-57_153805_seg83,Target,Passengership,4000
20170219-57_153805_seg84,Target,Passengership,4000
20170219-57_153805_seg85,Target,Passengership,4000
20170219-57_153805_seg86,Target,Passengership,4000
20170219-57_153805_seg87,Target,Passengership,4000
20170219-57_153805_seg88,Target,Passengership,4000
20170219-57_153805_seg89,Target,Passengership,4000
20170219-57_153805_seg9,Target,Passengership,4000
20170219-57_153805_seg90,Target,Passengership,4000
20170219-57_153805_seg91,Target,Passengership,4000
20170219-57_153805_seg92,Target,Passengership,4000
20170219-57_153805_seg93,Target,Passengership,4000
20170219-57_153805_seg94,Target,Passengership,4000
20170219-57_153805_seg95,Target,Passengership,4000
20170219-57_153805_seg96,Target,Passengership,4000
20170219-57_153805_seg97,Target,Passengership,4000
20170219-57_153805_seg98,Target,Passengership,4000
20170219-57_153805_seg99,Target,Passengership,4000
20170219-58_153805_seg1,Target,Passengership,4000
20170219-58_153805_seg10,Target,Passengership,4000
20170219-58_153805_seg100,Target,Passengership,4000
20170219-58_153805_seg101,Target,Passengership,4000
20170219-58_153805_seg102,Target,Passengership,4000
20170219-58_153805_seg103,Target,Passengership,4000
20170219-58_153805_seg104,Target,Passengership,4000
20170219-58_153805_seg105,Target,Passengership,4000
20170219-58_153805_seg106,Target,Passengership,4000
20170219-58_153805_seg107,Target,Passengership,4000
20170219-58_153805_seg108,Target,Passengership,4000
20170219-58_153805_seg109,Target,Passengership,4000
