Nome file,Classe,Sottoclasse,Durata,Numero di segmento,File di Provenienza
20180524-172_225612_seg49.wav,Target,Passengership,4.0,49,20180524-172_225612.wav
20180524-172_225612_seg50.wav,Target,Passengership,4.0,50,20180524-172_225612.wav
20180524-172_225612_seg51.wav,Target,Passengership,4.0,51,20180524-172_225612.wav
20180524-172_225612_seg52.wav,Target,Passengership,4.0,52,20180524-172_225612.wav
20180524-172_225612_seg53.wav,Target,Passengership,4.0,53,20180524-172_225612.wav
20180524-172_225612_seg54.wav,Target,Passengership,4.0,54,20180524-172_225612.wav
20180524-172_225612_seg55.wav,Target,Passengership,4.0,55,20180524-172_225612.wav
20180524-172_225612_seg56.wav,Target,Passengership,4.0,56,20180524-172_225612.wav
20180524-172_225612_seg57.wav,Target,Passengership,4.0,57,20180524-172_225612.wav
20180524-172_225612_seg58.wav,Target,Passengership,4.0,58,20180524-172_225612.wav
20180524-172_225612_seg59.wav,Target,Passengership,4.0,59,20180524-172_225612.wav
20180617-173_201949_seg1.wav,Target,Passengership,4.0,1,20180617-173_201949.wav
20180617-173_201949_seg2.wav,Target,Passengership,4.0,2,20180617-173_201949.wav
20180617-173_201949_seg3.wav,Target,Passengership,4.0,3,20180617-173_201949.wav
20180617-173_201949_seg4.wav,Target,Passengership,4.0,4,20180617-173_201949.wav
20180617-173_201949_seg5.wav,Target,Passengership,4.0,5,20180617-173_201949.wav
20180617-173_201949_seg6.wav,Target,Passengership,4.0,6,20180617-173_201949.wav
20180617-173_201949_seg7.wav,Target,Passengership,4.0,7,20180617-173_201949.wav
20180617-173_201949_seg8.wav,Target,Passengership,4.0,8,20180617-173_201949.wav
20180617-173_201949_seg9.wav,Target,Passengership,4.0,9,20180617-173_201949.wav
20180617-173_201949_seg10.wav,Target,Passengership,4.0,10,20180617-173_201949.wav
20180617-173_201949_seg11.wav,Target,Passengership,4.0,11,20180617-173_201949.wav
20180617-173_201949_seg12.wav,Target,Passengership,4.0,12,20180617-173_201949.wav
20180617-173_201949_seg13.wav,Target,Passengership,4.0,13,20180617-173_201949.wav
20180617-173_201949_seg14.wav,Target,Passengership,4.0,14,20180617-173_201949.wav
20180617-173_201949_seg15.wav,Target,Passengership,4.0,15,20180617-173_201949.wav
20180617-173_201949_seg16.wav,Target,Passengership,4.0,16,20180617-173_201949.wav
20180617-173_201949_seg17.wav,Target,Passengership,4.0,17,20180617-173_201949.wav
20180617-173_201949_seg18.wav,Target,Passengership,4.0,18,20180617-173_201949.wav
20180617-173_201949_seg19.wav,Target,Passengership,4.0,19,20180617-173_201949.wav
20180617-173_201949_seg20.wav,Target,Passengership,4.0,20,20180617-173_201949.wav
20180617-173_201949_seg21.wav,Target,Passengership,4.0,21,20180617-173_201949.wav
20180617-173_201949_seg22.wav,Target,Passengership,4.0,22,20180617-173_201949.wav
20180617-173_201949_seg23.wav,Target,Passengership,4.0,23,20180617-173_201949.wav
20180617-173_201949_seg24.wav,Target,Passengership,4.0,24,20180617-173_201949.wav
20180617-173_201949_seg25.wav,Target,Passengership,4.0,25,20180617-173_201949.wav
20180617-173_201949_seg26.wav,Target,Passengership,4.0,26,20180617-173_201949.wav
20180617-173_201949_seg27.wav,Target,Passengership,4.0,27,20180617-173_201949.wav
20180617-173_201949_seg28.wav,Target,Passengership,4.0,28,20180617-173_201949.wav
20180617-173_201949_seg29.wav,Target,Passengership,4.0,29,20180617-173_201949.wav
20180617-173_201949_seg30.wav,Target,Passengership,4.0,30,20180617-173_201949.wav
20180617-173_201949_seg31.wav,Target,Passengership,4.0,31,20180617-173_201949.wav
20180617-173_201949_seg32.wav,Target,Passengership,4.0,32,20180617-173_201949.wav
20180617-173_201949_seg33.wav,Target,Passengership,4.0,33,20180617-173_201949.wav
20180617-173_201949_seg34.wav,Target,Passengership,4.0,34,20180617-173_201949.wav
20180617-173_201949_seg35.wav,Target,Passengership,4.0,35,20180617-173_201949.wav
20180617-173_201949_seg36.wav,Target,Passengership,4.0,36,20180617-173_201949.wav
20180617-173_201949_seg37.wav,Target,Passengership,4.0,37,20180617-173_201949.wav
20180617-173_201949_seg38.wav,Target,Passengership,4.0,38,20180617-173_201949.wav
20180617-173_201949_seg39.wav,Target,Passengership,4.0,39,20180617-173_201949.wav
20180617-173_201949_seg40.wav,Target,Passengership,4.0,40,20180617-173_201949.wav
20180617-173_201949_seg41.wav,Target,Passengership,4.0,41,20180617-173_201949.wav
20180617-173_201949_seg42.wav,Target,Passengership,4.0,42,20180617-173_201949.wav
20180617-173_201949_seg43.wav,Target,Passengership,4.0,43,20180617-173_201949.wav
20180617-173_201949_seg44.wav,Target,Passengership,4.0,44,20180617-173_201949.wav
20180619-174_062048_seg1.wav,Target,Passengership,4.0,1,20180619-174_062048.wav
20180619-174_062048_seg2.wav,Target,Passengership,4.0,2,20180619-174_062048.wav
20180619-174_062048_seg3.wav,Target,Passengership,4.0,3,20180619-174_062048.wav
20180619-174_062048_seg4.wav,Target,Passengership,4.0,4,20180619-174_062048.wav
20180619-174_062048_seg5.wav,Target,Passengership,4.0,5,20180619-174_062048.wav
20180619-174_062048_seg6.wav,Target,Passengership,4.0,6,20180619-174_062048.wav
20180619-174_062048_seg7.wav,Target,Passengership,1.0,7,20180619-174_062048.wav
20180630-175_094326_seg1.wav,Target,Passengership,4.0,1,20180630-175_094326.wav
20180630-175_094326_seg2.wav,Target,Passengership,4.0,2,20180630-175_094326.wav
20180630-175_094326_seg3.wav,Target,Passengership,4.0,3,20180630-175_094326.wav
20180630-175_094326_seg4.wav,Target,Passengership,4.0,4,20180630-175_094326.wav
20180630-175_094326_seg5.wav,Target,Passengership,4.0,5,20180630-175_094326.wav
20180630-175_094326_seg6.wav,Target,Passengership,4.0,6,20180630-175_094326.wav
20180630-175_094326_seg7.wav,Target,Passengership,4.0,7,20180630-175_094326.wav
20180630-175_094326_seg8.wav,Target,Passengership,4.0,8,20180630-175_094326.wav
20180630-175_094326_seg9.wav,Target,Passengership,4.0,9,20180630-175_094326.wav
20180630-175_094326_seg10.wav,Target,Passengership,4.0,10,20180630-175_094326.wav
20180630-175_094326_seg11.wav,Target,Passengership,4.0,11,20180630-175_094326.wav
20180630-175_094326_seg12.wav,Target,Passengership,4.0,12,20180630-175_094326.wav
20180630-175_094326_seg13.wav,Target,Passengership,4.0,13,20180630-175_094326.wav
20180630-175_094326_seg14.wav,Target,Passengership,4.0,14,20180630-175_094326.wav
20180630-175_094326_seg15.wav,Target,Passengership,4.0,15,20180630-175_094326.wav
20180630-175_094326_seg16.wav,Target,Passengership,4.0,16,20180630-175_094326.wav
20180630-175_094326_seg17.wav,Target,Passengership,4.0,17,20180630-175_094326.wav
20180630-175_094326_seg18.wav,Target,Passengership,4.0,18,20180630-175_094326.wav
20180630-175_094326_seg19.wav,Target,Passengership,4.0,19,20180630-175_094326.wav
20180630-175_094326_seg20.wav,Target,Passengership,4.0,20,20180630-175_094326.wav
20180630-175_094326_seg21.wav,Target,Passengership,4.0,21,20180630-175_094326.wav
20180630-175_094326_seg22.wav,Target,Passengership,4.0,22,20180630-175_094326.wav
20180630-175_094326_seg23.wav,Target,Passengership,4.0,23,20180630-175_094326.wav
20180630-175_094326_seg24.wav,Target,Passengership,4.0,24,20180630-175_094326.wav
20180630-175_094326_seg25.wav,Target,Passengership,4.0,25,20180630-175_094326.wav
20180630-175_094326_seg26.wav,Target,Passengership,4.0,26,20180630-175_094326.wav
20180630-175_094326_seg27.wav,Target,Passengership,4.0,27,20180630-175_094326.wav
20180630-175_094326_seg28.wav,Target,Passengership,4.0,28,20180630-175_094326.wav
20180630-175_094326_seg29.wav,Target,Passengership,4.0,29,20180630-175_094326.wav
20180630-175_094326_seg30.wav,Target,Passengership,4.0,30,20180630-175_094326.wav
20180630-175_094326_seg31.wav,Target,Passengership,4.0,31,20180630-175_094326.wav
20180630-175_094326_seg32.wav,Target,Passengership,4.0,32,20180630-175_094326.wav
20180630-175_094326_seg33.wav,Target,Passengership,4.0,33,20180630-175_094326.wav
20180630-175_094326_seg34.wav,Target,Passengership,4.0,34,20180630-175_094326.wav
20180630-175_094326_seg35.wav,Target,Passengership,4.0,35,20180630-175_094326.wav
20180630-175_094326_seg36.wav,Target,Passengership,4.0,36,20180630-175_094326.wav
20180630-175_094326_seg37.wav,Target,Passengership,4.0,37,20180630-175_094326.wav
20180630-175_094326_seg38.wav,Target,Passengership,4.0,38,20180630-175_094326.wav
20180630-175_094326_seg39.wav,Target,Passengership,4.0,39,20180630-175_094326.wav
20180630-175_094326_seg40.wav,Target,Passengership,4.0,40,20180630-175_094326.wav
20180630-175_094326_seg41.wav,Target,Passengership,4.0,41,20180630-175_094326.wav
20180630-175_094326_seg42.wav,Target,Passengership,4.0,42,20180630-175_094326.wav
20180630-175_094326_seg43.wav,Target,Passengership,4.0,43,20180630-175_094326.wav
20180630-175_094326_seg44.wav,Target,Passengership,4.0,44,20180630-175_094326.wav
20180630-175_094326_seg45.wav,Target,Passengership,4.0,45,20180630-175_094326.wav
20180630-175_094326_seg46.wav,Target,Passengership,4.0,46,20180630-175_094326.wav
20180630-175_094326_seg47.wav,Target,Passengership,4.0,47,20180630-175_094326.wav
20180630-175_094326_seg48.wav,Target,Passengership,4.0,48,20180630-175_094326.wav
20180630-175_094326_seg49.wav,Target,Passengership,4.0,49,20180630-175_094326.wav
20180630-175_094326_seg50.wav,Target,Passengership,4.0,50,20180630-175_094326.wav
20180630-175_094326_seg51.wav,Target,Passengership,4.0,51,20180630-175_094326.wav
20180630-175_094326_seg52.wav,Target,Passengership,4.0,52,20180630-175_094326.wav
20180630-175_094326_seg53.wav,Target,Passengership,4.0,53,20180630-175_094326.wav
20180630-175_094326_seg54.wav,Target,Passengership,4.0,54,20180630-175_094326.wav
20180630-175_094326_seg55.wav,Target,Passengership,4.0,55,20180630-175_094326.wav
20180630-175_094326_seg56.wav,Target,Passengership,4.0,56,20180630-175_094326.wav
20180630-175_094326_seg57.wav,Target,Passengership,4.0,57,20180630-175_094326.wav
20180630-175_094326_seg58.wav,Target,Passengership,4.0,58,20180630-175_094326.wav
20180630-175_094326_seg59.wav,Target,Passengership,4.0,59,20180630-175_094326.wav
20180630-175_094326_seg60.wav,Target,Passengership,4.0,60,20180630-175_094326.wav
20180630-175_094326_seg61.wav,Target,Passengership,4.0,61,20180630-175_094326.wav
20180630-175_094326_seg62.wav,Target,Passengership,4.0,62,20180630-175_094326.wav
20180630-175_094326_seg63.wav,Target,Passengership,4.0,63,20180630-175_094326.wav
20180630-175_094326_seg64.wav,Target,Passengership,4.0,64,20180630-175_094326.wav
20180630-175_094326_seg65.wav,Target,Passengership,4.0,65,20180630-175_094326.wav
20180630-175_094326_seg66.wav,Target,Passengership,4.0,66,20180630-175_094326.wav
20180630-175_094326_seg67.wav,Target,Passengership,4.0,67,20180630-175_094326.wav
20180630-175_094326_seg68.wav,Target,Passengership,4.0,68,20180630-175_094326.wav
20180630-175_094326_seg69.wav,Target,Passengership,4.0,69,20180630-175_094326.wav
20180630-175_094326_seg70.wav,Target,Passengership,4.0,70,20180630-175_094326.wav
20180630-175_094326_seg71.wav,Target,Passengership,4.0,71,20180630-175_094326.wav
20180630-175_094326_seg72.wav,Target,Passengership,4.0,72,20180630-175_094326.wav
20180630-175_094326_seg73.wav,Target,Passengership,4.0,73,20180630-175_094326.wav
20180630-175_094326_seg74.wav,Target,Passengership,4.0,74,20180630-175_094326.wav
20180630-175_094326_seg75.wav,Target,Passengership,4.0,75,20180630-175_094326.wav
20180630-175_094326_seg76.wav,Target,Passengership,4.0,76,20180630-175_094326.wav
20180630-175_094326_seg77.wav,Target,Passengership,4.0,77,20180630-175_094326.wav
20180630-175_094326_seg78.wav,Target,Passengership,4.0,78,20180630-175_094326.wav
20180630-175_094326_seg79.wav,Target,Passengership,4.0,79,20180630-175_094326.wav
20180630-175_094326_seg80.wav,Target,Passengership,4.0,80,20180630-175_094326.wav
20180630-175_094326_seg81.wav,Target,Passengership,4.0,81,20180630-175_094326.wav
20180630-175_094326_seg82.wav,Target,Passengership,4.0,82,20180630-175_094326.wav
20180630-175_094326_seg83.wav,Target,Passengership,4.0,83,20180630-175_094326.wav
20180630-175_094326_seg84.wav,Target,Passengership,4.0,84,20180630-175_094326.wav
20180630-175_094326_seg85.wav,Target,Passengership,4.0,85,20180630-175_094326.wav
20180630-175_094326_seg86.wav,Target,Passengership,4.0,86,20180630-175_094326.wav
20180630-175_094326_seg87.wav,Target,Passengership,4.0,87,20180630-175_094326.wav
20180630-175_094326_seg88.wav,Target,Passengership,1.0,88,20180630-175_094326.wav
20180630a-176_200100_seg1.wav,Target,Passengership,4.0,1,20180630a-176_200100.wav
20180630a-176_200100_seg2.wav,Target,Passengership,4.0,2,20180630a-176_200100.wav
20180630a-176_200100_seg3.wav,Target,Passengership,4.0,3,20180630a-176_200100.wav
20180630a-176_200100_seg4.wav,Target,Passengership,4.0,4,20180630a-176_200100.wav
20180630a-176_200100_seg5.wav,Target,Passengership,4.0,5,20180630a-176_200100.wav
20180630a-176_200100_seg6.wav,Target,Passengership,4.0,6,20180630a-176_200100.wav
20180630a-176_200100_seg7.wav,Target,Passengership,4.0,7,20180630a-176_200100.wav
20180630a-176_200100_seg8.wav,Target,Passengership,4.0,8,20180630a-176_200100.wav
20180630a-176_200100_seg9.wav,Target,Passengership,4.0,9,20180630a-176_200100.wav
20180630a-176_200100_seg10.wav,Target,Passengership,4.0,10,20180630a-176_200100.wav
20180630a-176_200100_seg11.wav,Target,Passengership,4.0,11,20180630a-176_200100.wav
20180630a-176_200100_seg12.wav,Target,Passengership,4.0,12,20180630a-176_200100.wav
20180630a-176_200100_seg13.wav,Target,Passengership,4.0,13,20180630a-176_200100.wav
20180630a-176_200100_seg14.wav,Target,Passengership,4.0,14,20180630a-176_200100.wav
20180630a-176_200100_seg15.wav,Target,Passengership,4.0,15,20180630a-176_200100.wav
20180630a-176_200100_seg16.wav,Target,Passengership,4.0,16,20180630a-176_200100.wav
20180630a-176_200100_seg17.wav,Target,Passengership,4.0,17,20180630a-176_200100.wav
20180630a-176_200100_seg18.wav,Target,Passengership,4.0,18,20180630a-176_200100.wav
20180630a-176_200100_seg19.wav,Target,Passengership,4.0,19,20180630a-176_200100.wav
20180630a-176_200100_seg20.wav,Target,Passengership,4.0,20,20180630a-176_200100.wav
20180630a-176_200100_seg21.wav,Target,Passengership,4.0,21,20180630a-176_200100.wav
20180630a-176_200100_seg22.wav,Target,Passengership,4.0,22,20180630a-176_200100.wav
20180630a-176_200100_seg23.wav,Target,Passengership,4.0,23,20180630a-176_200100.wav
20180630a-176_200100_seg24.wav,Target,Passengership,4.0,24,20180630a-176_200100.wav
20180630a-176_200100_seg25.wav,Target,Passengership,4.0,25,20180630a-176_200100.wav
20180630a-176_200100_seg26.wav,Target,Passengership,4.0,26,20180630a-176_200100.wav
20180630a-176_200100_seg27.wav,Target,Passengership,4.0,27,20180630a-176_200100.wav
20180630a-176_200100_seg28.wav,Target,Passengership,4.0,28,20180630a-176_200100.wav
20180630a-176_200100_seg29.wav,Target,Passengership,4.0,29,20180630a-176_200100.wav
20180630a-176_200100_seg30.wav,Target,Passengership,4.0,30,20180630a-176_200100.wav
20180630a-176_200100_seg31.wav,Target,Passengership,4.0,31,20180630a-176_200100.wav
20180630a-176_200100_seg32.wav,Target,Passengership,4.0,32,20180630a-176_200100.wav
20180630a-176_200100_seg33.wav,Target,Passengership,4.0,33,20180630a-176_200100.wav
20180630a-176_200100_seg34.wav,Target,Passengership,4.0,34,20180630a-176_200100.wav
20180630a-176_200100_seg35.wav,Target,Passengership,4.0,35,20180630a-176_200100.wav
20180630a-176_200100_seg36.wav,Target,Passengership,4.0,36,20180630a-176_200100.wav
20180630a-176_200100_seg37.wav,Target,Passengership,4.0,37,20180630a-176_200100.wav
20180630a-176_200100_seg38.wav,Target,Passengership,4.0,38,20180630a-176_200100.wav
20180630a-176_200100_seg39.wav,Target,Passengership,4.0,39,20180630a-176_200100.wav
20180630a-176_200100_seg40.wav,Target,Passengership,4.0,40,20180630a-176_200100.wav
20180630a-176_200100_seg41.wav,Target,Passengership,4.0,41,20180630a-176_200100.wav
20180630a-176_200100_seg42.wav,Target,Passengership,4.0,42,20180630a-176_200100.wav
20180630a-176_200100_seg43.wav,Target,Passengership,4.0,43,20180630a-176_200100.wav
20180630a-176_200100_seg44.wav,Target,Passengership,4.0,44,20180630a-176_200100.wav
20180630a-176_200100_seg45.wav,Target,Passengership,4.0,45,20180630a-176_200100.wav
20180630a-176_200100_seg46.wav,Target,Passengership,4.0,46,20180630a-176_200100.wav
20180630a-176_200100_seg47.wav,Target,Passengership,4.0,47,20180630a-176_200100.wav
20180630a-176_200100_seg48.wav,Target,Passengership,4.0,48,20180630a-176_200100.wav
20180630a-176_200100_seg49.wav,Target,Passengership,4.0,49,20180630a-176_200100.wav
20180630a-176_200100_seg50.wav,Target,Passengership,4.0,50,20180630a-176_200100.wav
20180630a-176_200100_seg51.wav,Target,Passengership,4.0,51,20180630a-176_200100.wav
20180630a-176_200100_seg52.wav,Target,Passengership,4.0,52,20180630a-176_200100.wav
20180630a-176_200100_seg53.wav,Target,Passengership,4.0,53,20180630a-176_200100.wav
20180630a-176_200100_seg54.wav,Target,Passengership,4.0,54,20180630a-176_200100.wav
20180630a-176_200100_seg55.wav,Target,Passengership,4.0,55,20180630a-176_200100.wav
20180630a-176_200100_seg56.wav,Target,Passengership,4.0,56,20180630a-176_200100.wav
20180630a-176_200100_seg57.wav,Target,Passengership,4.0,57,20180630a-176_200100.wav
20180630a-176_200100_seg58.wav,Target,Passengership,4.0,58,20180630a-176_200100.wav
20180630a-176_200100_seg59.wav,Target,Passengership,4.0,59,20180630a-176_200100.wav
20180630a-176_200100_seg60.wav,Target,Passengership,4.0,60,20180630a-176_200100.wav
20180630a-176_200100_seg61.wav,Target,Passengership,4.0,61,20180630a-176_200100.wav
20180630a-176_200100_seg62.wav,Target,Passengership,4.0,62,20180630a-176_200100.wav
20180630a-176_200100_seg63.wav,Target,Passengership,4.0,63,20180630a-176_200100.wav
20180630a-176_200100_seg64.wav,Target,Passengership,4.0,64,20180630a-176_200100.wav
20180630a-176_200100_seg65.wav,Target,Passengership,4.0,65,20180630a-176_200100.wav
20180630a-176_200100_seg66.wav,Target,Passengership,4.0,66,20180630a-176_200100.wav
20180630a-176_200100_seg67.wav,Target,Passengership,4.0,67,20180630a-176_200100.wav
20180630a-176_200100_seg68.wav,Target,Passengership,4.0,68,20180630a-176_200100.wav
20180630a-176_200100_seg69.wav,Target,Passengership,4.0,69,20180630a-176_200100.wav
20180630a-176_200100_seg70.wav,Target,Passengership,4.0,70,20180630a-176_200100.wav
20180630a-176_200100_seg71.wav,Target,Passengership,4.0,71,20180630a-176_200100.wav
20180630a-176_200100_seg72.wav,Target,Passengership,4.0,72,20180630a-176_200100.wav
20180630a-176_200100_seg73.wav,Target,Passengership,4.0,73,20180630a-176_200100.wav
20180630a-176_200100_seg74.wav,Target,Passengership,4.0,74,20180630a-176_200100.wav
20180630a-176_200100_seg75.wav,Target,Passengership,4.0,75,20180630a-176_200100.wav
20180630a-176_200100_seg76.wav,Target,Passengership,4.0,76,20180630a-176_200100.wav
20180630a-176_200100_seg77.wav,Target,Passengership,4.0,77,20180630a-176_200100.wav
20180630a-176_200100_seg78.wav,Target,Passengership,4.0,78,20180630a-176_200100.wav
20180630a-176_200100_seg79.wav,Target,Passengership,4.0,79,20180630a-176_200100.wav
20180630a-176_200100_seg80.wav,Target,Passengership,4.0,80,20180630a-176_200100.wav
20180630a-176_200100_seg81.wav,Target,Passengership,4.0,81,20180630a-176_200100.wav
20180630a-176_200100_seg82.wav,Target,Passengership,4.0,82,20180630a-176_200100.wav
20180630a-176_200100_seg83.wav,Target,Passengership,4.0,83,20180630a-176_200100.wav
20180630a-176_200100_seg84.wav,Target,Passengership,4.0,84,20180630a-176_200100.wav
20180630a-176_200100_seg85.wav,Target,Passengership,4.0,85,20180630a-176_200100.wav
20180630a-176_200100_seg86.wav,Target,Passengership,4.0,86,20180630a-176_200100.wav
20180630a-176_200100_seg87.wav,Target,Passengership,4.0,87,20180630a-176_200100.wav
20180630a-176_200100_seg88.wav,Target,Passengership,4.0,88,20180630a-176_200100.wav
20180630a-176_200100_seg89.wav,Target,Passengership,4.0,89,20180630a-176_200100.wav
20180630a-176_200100_seg90.wav,Target,Passengership,4.0,90,20180630a-176_200100.wav
20180630a-176_200100_seg91.wav,Target,Passengership,4.0,91,20180630a-176_200100.wav
20180630a-176_200100_seg92.wav,Target,Passengership,4.0,92,20180630a-176_200100.wav
20180630a-176_200100_seg93.wav,Target,Passengership,4.0,93,20180630a-176_200100.wav
20180630a-176_200100_seg94.wav,Target,Passengership,4.0,94,20180630a-176_200100.wav
20180630a-176_200100_seg95.wav,Target,Passengership,4.0,95,20180630a-176_200100.wav
20180630a-176_200100_seg96.wav,Target,Passengership,4.0,96,20180630a-176_200100.wav
20180630a-176_200100_seg97.wav,Target,Passengership,4.0,97,20180630a-176_200100.wav
20180630a-176_200100_seg98.wav,Target,Passengership,4.0,98,20180630a-176_200100.wav
20180630a-176_200100_seg99.wav,Target,Passengership,4.0,99,20180630a-176_200100.wav
20180630a-176_200100_seg100.wav,Target,Passengership,4.0,100,20180630a-176_200100.wav
20180630a-176_200100_seg101.wav,Target,Passengership,4.0,101,20180630a-176_200100.wav
20180630a-176_200100_seg102.wav,Target,Passengership,4.0,102,20180630a-176_200100.wav
20180630a-176_200100_seg103.wav,Target,Passengership,4.0,103,20180630a-176_200100.wav
20180630a-176_200100_seg104.wav,Target,Passengership,4.0,104,20180630a-176_200100.wav
20180630a-176_200100_seg105.wav,Target,Passengership,4.0,105,20180630a-176_200100.wav
20180630a-176_200100_seg106.wav,Target,Passengership,4.0,106,20180630a-176_200100.wav
20180630a-176_200100_seg107.wav,Target,Passengership,3.0,107,20180630a-176_200100.wav
20180703-177_221012_seg1.wav,Target,Passengership,4.0,1,20180703-177_221012.wav
20180703-177_221012_seg2.wav,Target,Passengership,4.0,2,20180703-177_221012.wav
20180703-177_221012_seg3.wav,Target,Passengership,4.0,3,20180703-177_221012.wav
20180703-177_221012_seg4.wav,Target,Passengership,4.0,4,20180703-177_221012.wav
20180703-177_221012_seg5.wav,Target,Passengership,4.0,5,20180703-177_221012.wav
20180703-177_221012_seg6.wav,Target,Passengership,4.0,6,20180703-177_221012.wav
20180703-177_221012_seg7.wav,Target,Passengership,4.0,7,20180703-177_221012.wav
20180703-177_221012_seg8.wav,Target,Passengership,4.0,8,20180703-177_221012.wav
20180703-177_221012_seg9.wav,Target,Passengership,4.0,9,20180703-177_221012.wav
20180703-177_221012_seg10.wav,Target,Passengership,4.0,10,20180703-177_221012.wav
20180703-177_221012_seg11.wav,Target,Passengership,4.0,11,20180703-177_221012.wav
20180703-177_221012_seg12.wav,Target,Passengership,4.0,12,20180703-177_221012.wav
20180703-177_221012_seg13.wav,Target,Passengership,4.0,13,20180703-177_221012.wav
20180703-177_221012_seg14.wav,Target,Passengership,4.0,14,20180703-177_221012.wav
20180703-177_221012_seg15.wav,Target,Passengership,4.0,15,20180703-177_221012.wav
20180703-177_221012_seg16.wav,Target,Passengership,4.0,16,20180703-177_221012.wav
20180703-177_221012_seg17.wav,Target,Passengership,4.0,17,20180703-177_221012.wav
20180703-177_221012_seg18.wav,Target,Passengership,4.0,18,20180703-177_221012.wav
20180703-177_221012_seg19.wav,Target,Passengership,4.0,19,20180703-177_221012.wav
20180703-177_221012_seg20.wav,Target,Passengership,4.0,20,20180703-177_221012.wav
20180703-177_221012_seg21.wav,Target,Passengership,4.0,21,20180703-177_221012.wav
20180703-177_221012_seg22.wav,Target,Passengership,4.0,22,20180703-177_221012.wav
20180703-177_221012_seg23.wav,Target,Passengership,4.0,23,20180703-177_221012.wav
20180703-177_221012_seg24.wav,Target,Passengership,4.0,24,20180703-177_221012.wav
20180703-177_221012_seg25.wav,Target,Passengership,4.0,25,20180703-177_221012.wav
20180703-177_221012_seg26.wav,Target,Passengership,4.0,26,20180703-177_221012.wav
20180703-177_221012_seg27.wav,Target,Passengership,4.0,27,20180703-177_221012.wav
20180703-177_221012_seg28.wav,Target,Passengership,4.0,28,20180703-177_221012.wav
20180703-177_221012_seg29.wav,Target,Passengership,4.0,29,20180703-177_221012.wav
20180703-177_221012_seg30.wav,Target,Passengership,4.0,30,20180703-177_221012.wav
20180703-177_221012_seg31.wav,Target,Passengership,4.0,31,20180703-177_221012.wav
20180703-177_221012_seg32.wav,Target,Passengership,4.0,32,20180703-177_221012.wav
20180703-177_221012_seg33.wav,Target,Passengership,4.0,33,20180703-177_221012.wav
20180703-177_221012_seg34.wav,Target,Passengership,4.0,34,20180703-177_221012.wav
20180703-177_221012_seg35.wav,Target,Passengership,4.0,35,20180703-177_221012.wav
20180703-177_221012_seg36.wav,Target,Passengership,4.0,36,20180703-177_221012.wav
20180703-177_221012_seg37.wav,Target,Passengership,4.0,37,20180703-177_221012.wav
20180703-177_221012_seg38.wav,Target,Passengership,4.0,38,20180703-177_221012.wav
20180703-177_221012_seg39.wav,Target,Passengership,4.0,39,20180703-177_221012.wav
20180703-177_221012_seg40.wav,Target,Passengership,4.0,40,20180703-177_221012.wav
20180703-177_221012_seg41.wav,Target,Passengership,4.0,41,20180703-177_221012.wav
20180703-177_221012_seg42.wav,Target,Passengership,4.0,42,20180703-177_221012.wav
20180703-177_221012_seg43.wav,Target,Passengership,4.0,43,20180703-177_221012.wav
20180703-177_221012_seg44.wav,Target,Passengership,4.0,44,20180703-177_221012.wav
20180703-177_221012_seg45.wav,Target,Passengership,4.0,45,20180703-177_221012.wav
20180703-177_221012_seg46.wav,Target,Passengership,4.0,46,20180703-177_221012.wav
20180703-177_221012_seg47.wav,Target,Passengership,4.0,47,20180703-177_221012.wav
20180703-177_221012_seg48.wav,Target,Passengership,4.0,48,20180703-177_221012.wav
20180703-177_221012_seg49.wav,Target,Passengership,4.0,49,20180703-177_221012.wav
20180703-177_221012_seg50.wav,Target,Passengership,4.0,50,20180703-177_221012.wav
20180703-177_221012_seg51.wav,Target,Passengership,4.0,51,20180703-177_221012.wav
20180703-177_221012_seg52.wav,Target,Passengership,4.0,52,20180703-177_221012.wav
20180711-178_094820_seg1.wav,Target,Passengership,4.0,1,20180711-178_094820.wav
20180711-178_094820_seg2.wav,Target,Passengership,4.0,2,20180711-178_094820.wav
20180711-178_094820_seg3.wav,Target,Passengership,4.0,3,20180711-178_094820.wav
20180711-178_094820_seg4.wav,Target,Passengership,4.0,4,20180711-178_094820.wav
20180711-178_094820_seg5.wav,Target,Passengership,4.0,5,20180711-178_094820.wav
20180711-178_094820_seg6.wav,Target,Passengership,4.0,6,20180711-178_094820.wav
20180711-178_094820_seg7.wav,Target,Passengership,4.0,7,20180711-178_094820.wav
20180711-178_094820_seg8.wav,Target,Passengership,4.0,8,20180711-178_094820.wav
20180711-178_094820_seg9.wav,Target,Passengership,4.0,9,20180711-178_094820.wav
20180711-178_094820_seg10.wav,Target,Passengership,4.0,10,20180711-178_094820.wav
20180711-178_094820_seg11.wav,Target,Passengership,4.0,11,20180711-178_094820.wav
20180711-178_094820_seg12.wav,Target,Passengership,4.0,12,20180711-178_094820.wav
20180711-178_094820_seg13.wav,Target,Passengership,4.0,13,20180711-178_094820.wav
20180711-178_094820_seg14.wav,Target,Passengership,4.0,14,20180711-178_094820.wav
20180711-178_094820_seg15.wav,Target,Passengership,4.0,15,20180711-178_094820.wav
20180711-178_094820_seg16.wav,Target,Passengership,4.0,16,20180711-178_094820.wav
20180711-178_094820_seg17.wav,Target,Passengership,4.0,17,20180711-178_094820.wav
20180711-178_094820_seg18.wav,Target,Passengership,4.0,18,20180711-178_094820.wav
